year,country,global_avg_temperature,temperature_anomaly,max_temperature,min_temperature,co2_concentration_ppm,annual_rainfall_mm,sea_level_rise_mm,sea_surface_temperature,heatwave_days,drought_index,flood_events_count,forest_cover_percent,deforestation_rate,fossil_fuel_consumption,renewable_energy_share,air_quality_index,predicted_temperature_2050,climate_risk_index
1995,India,14.05,1.02,36.69,4.97,425.17,1039.85,5.03,17.22,28,2.63,12,10.03,0.63,63.54,9.07,121,1.8,79.19
1984,Canada,15.19,1.34,30.49,3.09,457.79,843.14,2.37,16.53,35,2.77,4,13.98,0.69,87.65,49.84,102,2.4,28.71
2014,India,14.18,1.55,39.73,0.51,476.83,780.13,4.61,18.47,6,1.95,4,12.69,1.84,46.01,40.58,40,2.48,77.03
1991,France,13.96,1.52,28.01,12.9,422.26,725.97,3.17,16.83,50,4.99,7,59.36,2.73,22.26,14.42,64,2.27,44.02
2004,Pakistan,14.09,1.19,41.11,0.67,361.17,994.68,2.6,17.56,29,4.88,0,60.2,0.84,51.21,39.69,182,1.39,67.02
2000,Australia,14.18,0.99,36.6,5.03,391.21,760.44,3.22,16.18,16,4.81,5,53.6,0.31,58.08,37.79,184,1.91,45.57
2015,France,15.01,0.37,34.18,1.79,460.29,1066.47,3.44,16.81,47,4.9,9,31.16,1.95,76.07,8.57,188,1.78,94.86
2002,UK,14.81,0.57,38.82,6.19,432.97,1137.75,2.9,17.14,12,3.97,12,59.28,2.45,71.0,19.68,94,3.07,17.93
1995,France,14.93,1.81,37.56,-0.1,425.65,911.63,4.84,17.8,55,4.94,8,42.39,0.93,87.53,26.5,146,2.26,67.5
2018,India,14.75,0.37,41.65,8.36,410.83,891.26,2.61,15.85,23,4.46,11,28.26,2.62,74.79,18.47,177,2.06,57.65
2024,China,14.14,0.79,41.61,13.14,385.27,1055.65,3.67,15.81,53,2.08,5,36.24,3.33,40.9,18.37,104,1.92,17.27
2021,Germany,14.92,1.56,36.76,1.64,456.94,991.35,4.14,13.61,54,3.92,14,13.95,0.57,64.9,36.51,76,2.14,6.6
2018,China,15.21,1.18,30.64,9.87,394.42,1399.05,3.66,15.92,30,4.56,6,66.69,1.84,67.06,30.9,151,2.58,79.91
1993,India,14.85,1.47,32.29,3.47,433.23,1095.48,4.43,17.93,57,3.56,3,47.15,0.29,89.86,41.7,46,1.29,15.75
2010,Germany,14.77,1.32,34.64,11.02,382.48,1328.68,2.98,17.19,26,2.11,11,53.87,0.8,29.71,57.6,115,2.32,18.65
1984,UK,14.04,1.69,40.41,13.75,409.62,1183.15,4.25,15.0,49,0.33,9,50.6,0.41,33.39,41.33,79,1.95,97.84
2014,Australia,14.63,1.22,32.72,4.07,439.82,604.47,4.28,13.64,20,4.05,0,50.06,1.47,30.89,37.02,40,2.42,71.73
2002,Brazil,14.01,1.37,33.14,-1.08,408.76,832.52,4.66,16.29,43,4.76,8,11.04,2.89,61.23,51.62,187,2.6,25.05
2008,India,14.49,0.81,44.24,8.79,405.79,985.57,1.24,17.89,54,1.81,11,41.52,2.06,29.47,39.76,147,1.85,59.09
2022,Canada,13.52,1.33,34.48,5.9,415.27,1260.53,4.11,15.78,56,0.76,5,59.3,0.86,65.92,14.11,198,1.52,53.41
1990,India,13.52,0.94,31.83,7.01,381.6,1578.34,4.58,14.33,0,1.63,2,12.67,0.24,76.26,22.31,107,2.05,84.45
1997,India,14.39,0.92,38.88,3.64,376.9,854.76,3.01,15.62,14,2.91,3,67.37,1.98,50.3,45.33,51,2.84,72.93
1991,Germany,14.17,1.46,34.72,1.46,432.86,1016.58,2.84,16.99,2,1.58,9,35.45,0.55,59.25,45.61,189,2.62,83.17
1988,USA,14.56,1.46,28.05,9.64,404.44,1239.97,2.66,18.36,5,3.05,11,27.39,1.27,83.89,59.29,168,2.01,21.15
1989,France,14.42,1.78,40.2,6.28,432.66,982.65,2.26,16.11,13,4.83,5,41.91,1.83,59.87,39.48,165,1.88,64.02
2023,USA,14.52,1.75,31.26,-0.77,442.95,1493.23,4.3,18.08,54,3.35,5,58.07,3.17,34.6,54.47,40,1.92,4.02
1996,UK,14.87,1.47,35.22,7.75,444.97,595.66,6.24,17.92,37,1.81,11,38.49,0.38,44.02,8.0,170,1.55,6.89
2017,Canada,14.22,0.41,34.66,6.94,374.47,1203.41,2.83,14.74,32,4.68,8,48.71,2.37,57.09,36.14,156,2.59,71.35
1986,Australia,14.37,1.83,36.15,3.7,397.55,1200.46,2.94,18.38,51,2.83,3,39.99,0.15,30.84,55.59,188,2.68,2.44
2025,Pakistan,15.37,1.47,24.04,11.48,428.44,1345.61,3.52,16.94,37,0.64,4,47.88,2.24,62.88,20.8,52,2.01,57.98
1992,UK,14.5,0.79,33.32,2.53,428.83,1018.62,1.58,14.69,7,2.49,4,18.28,1.98,89.95,13.52,180,1.95,84.04
2019,Pakistan,14.39,1.39,40.62,4.32,471.24,1267.46,2.67,19.14,25,3.27,2,12.32,2.86,65.68,24.28,144,1.85,37.99
2021,Pakistan,14.55,0.69,41.33,8.07,392.31,925.26,3.43,16.31,14,4.19,1,18.21,1.91,46.07,48.57,173,1.97,4.48
1988,Australia,14.4,1.35,30.04,5.31,444.2,759.58,2.43,13.58,13,4.68,7,27.15,1.3,43.22,9.66,64,1.83,71.38
2006,China,14.07,0.57,39.6,-0.54,424.31,715.84,4.94,15.44,47,1.59,9,25.2,0.93,85.21,38.02,190,2.12,92.97
1981,USA,13.9,0.78,31.19,5.74,373.99,567.58,1.95,15.07,19,0.78,14,46.91,0.39,81.01,12.46,127,2.59,71.72
1984,India,14.04,1.38,33.13,3.34,401.3,867.59,4.58,15.48,54,0.37,8,37.35,1.92,53.07,28.95,140,2.54,57.84
2008,Brazil,15.02,1.53,33.39,8.43,421.56,1093.45,5.26,15.83,47,3.69,9,12.33,3.12,44.74,58.13,65,1.78,23.0
2016,Pakistan,14.12,1.23,35.54,5.6,372.39,937.56,3.96,16.11,58,3.98,10,12.09,1.85,69.73,15.73,171,2.28,1.54
2017,Canada,14.41,0.99,40.01,5.38,363.15,1059.39,3.34,16.06,18,2.05,12,15.44,2.61,42.02,6.87,141,2.52,69.47
1998,UK,14.92,0.25,36.32,0.81,370.97,1370.46,3.8,16.35,55,1.98,8,31.18,1.11,28.36,28.5,139,1.73,23.1
1987,China,14.33,1.02,34.37,4.08,421.48,844.75,2.97,17.38,32,4.77,13,10.37,1.62,41.71,36.77,64,2.27,85.82
2024,Pakistan,14.88,1.31,39.84,8.88,402.88,1702.09,1.06,15.38,35,4.58,4,39.64,1.2,50.4,21.36,187,2.81,46.64
1980,China,13.58,0.97,30.99,1.89,399.5,1226.57,2.32,18.27,23,1.17,10,31.64,0.47,37.88,34.8,40,2.08,53.06
2001,China,14.42,1.09,34.61,4.87,400.36,940.92,3.49,14.66,9,3.9,8,43.33,1.52,35.18,57.44,133,1.19,75.39
1996,Pakistan,14.55,1.03,39.98,1.25,379.4,934.12,2.37,17.42,51,3.11,3,53.25,2.7,20.43,22.15,107,0.94,77.94
1986,Germany,14.51,0.97,37.65,0.26,403.59,697.56,3.0,18.96,49,0.77,1,25.06,1.44,64.16,22.02,62,2.36,64.27
2004,France,13.51,1.13,32.67,4.66,369.49,992.28,4.08,16.23,33,1.78,2,19.43,2.31,63.01,31.55,145,2.25,93.84
2024,Canada,15.22,0.99,27.44,5.7,444.69,351.52,3.67,16.79,35,0.89,0,26.68,2.68,33.16,33.34,189,2.29,98.23
1983,India,13.99,1.68,36.55,12.98,457.31,1376.73,4.77,15.05,46,1.48,4,10.11,1.2,86.06,5.08,134,2.44,94.69
2015,India,14.7,0.22,27.11,3.18,356.85,155.02,3.85,15.73,35,3.08,0,17.2,2.81,48.67,38.87,101,1.46,82.42
1985,Canada,14.5,0.88,33.94,4.8,403.27,1012.53,3.92,18.85,15,1.88,11,55.05,1.25,21.78,59.85,168,1.8,70.56
2010,Germany,15.1,0.75,40.89,-0.0,404.9,656.8,2.65,17.62,14,1.97,10,23.37,0.97,35.38,21.06,107,2.41,66.33
1998,India,15.81,1.19,37.98,7.45,410.64,789.65,1.9,17.13,17,2.7,0,69.66,0.86,68.44,39.69,186,2.57,10.38
2023,China,13.73,1.13,24.88,6.59,440.04,828.35,3.0,13.59,6,0.44,13,20.07,0.78,34.11,5.25,69,2.07,27.15
2018,Australia,14.11,1.75,36.0,10.95,403.34,1577.69,2.63,15.43,46,3.69,10,57.33,2.61,23.77,38.24,168,1.48,0.57
2006,UK,14.61,1.88,33.4,9.45,412.79,669.02,3.3,19.11,21,2.01,10,52.3,3.12,63.24,29.59,87,2.37,13.74
1989,USA,13.84,0.79,28.63,6.41,489.48,1274.28,2.22,17.12,31,2.4,12,29.33,0.88,56.28,34.17,58,2.23,43.92
2005,India,14.97,1.1,36.68,3.12,412.22,1348.12,4.51,17.3,42,4.87,6,29.84,0.39,73.29,34.91,166,1.67,14.65
1998,Canada,15.01,1.18,32.54,5.82,459.16,298.47,2.62,16.76,18,1.72,1,43.81,1.17,74.08,14.73,189,1.21,90.17
2018,Australia,14.84,0.78,32.57,4.56,427.55,815.39,3.06,15.58,39,3.24,14,61.14,2.34,87.2,47.35,89,2.49,80.57
1982,Pakistan,14.64,1.35,35.62,8.81,401.16,1445.34,3.48,17.0,55,1.96,7,33.17,1.35,23.99,35.55,173,1.89,7.16
2024,France,15.32,1.0,31.87,8.3,396.98,605.57,4.85,14.2,0,4.47,5,13.67,1.97,22.73,19.86,188,2.29,24.89
1992,Canada,13.81,0.67,35.48,3.81,414.82,1359.48,5.61,14.09,34,4.23,3,32.47,2.63,89.1,56.56,186,2.27,81.91
2007,China,14.54,0.99,32.03,-0.85,386.84,994.64,5.69,15.4,4,1.21,8,22.44,1.49,65.14,5.7,102,1.63,80.3
1999,France,14.06,0.7,32.31,10.33,393.4,981.67,1.96,16.79,49,3.46,14,66.35,3.5,70.08,44.93,196,2.41,94.55
2007,UK,15.03,1.51,39.96,7.33,404.42,1020.85,3.05,14.15,11,0.33,9,51.84,1.11,26.75,25.97,168,1.77,99.75
1987,UK,13.4,1.86,40.47,3.72,422.33,1102.77,2.82,16.69,11,4.82,7,13.05,3.43,24.89,33.74,87,1.45,97.63
2020,Germany,14.48,1.2,26.46,7.17,460.65,713.31,3.94,15.01,20,1.74,12,27.58,0.79,31.22,21.03,128,1.39,41.01
2018,Brazil,14.7,1.14,38.74,5.3,402.88,921.87,3.87,15.21,58,4.16,9,13.01,0.48,49.9,22.67,166,2.2,25.03
1980,Germany,13.93,1.16,41.99,10.27,426.54,1111.18,2.8,18.45,57,1.59,2,59.8,2.65,27.71,5.83,188,3.0,75.84
1982,Australia,14.12,1.57,42.79,-2.72,374.3,1053.07,2.71,16.56,18,3.16,2,64.38,2.49,51.24,45.14,193,2.22,29.93
1992,France,14.51,1.56,37.6,3.41,441.51,1104.77,2.3,15.14,8,4.92,3,16.74,2.86,59.31,44.09,75,3.09,80.64
2007,Brazil,15.07,1.05,29.71,11.4,371.96,784.39,0.32,16.78,42,4.38,13,36.42,1.27,20.02,40.99,190,2.92,53.4
2004,Pakistan,13.88,1.2,38.15,7.25,434.96,1189.69,1.94,14.3,48,0.8,8,65.91,3.26,28.0,53.29,120,2.46,79.39
2012,China,13.98,1.36,30.65,12.09,412.98,1037.94,4.54,17.07,47,2.74,8,18.71,0.51,46.26,54.57,86,2.99,27.59
2017,France,15.18,0.64,33.29,0.11,411.98,525.79,5.26,18.16,35,1.74,4,27.51,0.2,23.73,35.6,187,2.93,50.8
1985,Germany,14.34,1.59,36.92,9.29,407.49,840.59,5.12,17.49,41,2.17,11,28.26,1.12,29.35,42.67,66,2.79,56.4
2023,USA,14.03,1.79,30.98,9.05,382.47,731.35,4.59,19.74,53,1.68,8,11.8,2.81,36.23,5.6,91,1.26,94.31
2024,Brazil,14.94,1.57,29.27,-1.73,383.79,727.49,2.29,13.59,46,1.68,5,12.18,2.39,50.07,51.55,114,2.08,26.66
2011,Brazil,14.21,0.6,37.33,3.82,435.91,857.06,2.08,16.69,56,2.71,7,67.17,1.58,70.04,49.9,131,1.85,93.67
2024,China,15.12,0.31,44.34,4.57,415.3,1184.04,1.33,14.48,50,0.96,10,44.27,0.97,29.29,6.11,101,2.79,80.49
2000,India,14.1,1.38,41.22,-1.48,407.31,811.96,2.8,16.24,31,2.69,7,28.4,0.3,71.66,34.86,105,2.05,73.09
1995,UK,14.4,0.8,38.54,3.9,426.08,1067.52,3.6,16.5,34,1.39,11,32.72,1.25,79.85,54.87,191,3.08,78.69
2000,UK,15.07,1.21,39.9,8.49,417.53,1018.35,2.29,19.92,30,1.44,9,52.89,1.66,65.6,14.98,119,2.25,60.54
1990,USA,14.36,1.71,38.19,3.44,395.18,766.28,4.02,16.41,59,3.69,14,31.99,2.44,23.06,24.4,179,2.19,24.41
2016,Australia,14.95,0.84,37.25,5.97,476.52,896.56,4.28,16.38,52,0.15,6,23.67,2.3,50.85,23.21,183,2.01,18.95
2015,Australia,14.46,0.95,39.49,6.0,433.52,1259.45,2.93,18.01,54,1.9,3,16.11,3.32,66.2,24.58,169,2.11,86.63
2014,Pakistan,15.69,1.21,28.16,4.95,418.18,1044.94,1.89,16.42,31,2.04,3,53.74,0.44,88.5,7.3,103,2.33,72.51
1998,France,15.44,0.58,36.0,2.18,402.16,1164.65,5.16,19.25,36,2.43,5,20.83,1.24,86.63,20.35,68,2.17,21.32
1999,Canada,13.7,0.8,34.6,7.64,438.82,1381.75,3.54,17.5,31,3.35,13,14.18,1.74,47.7,21.22,126,1.97,61.51
1997,India,14.81,1.11,35.39,-1.35,395.31,1130.48,5.83,17.74,42,1.85,8,35.62,2.38,63.12,52.62,135,2.0,44.75
2020,Germany,14.01,0.98,32.69,5.03,393.21,423.79,3.61,13.7,55,1.07,6,12.37,1.78,82.36,24.37,70,3.11,15.87
1993,Canada,14.61,1.34,37.6,10.54,457.33,1081.18,3.69,19.48,36,4.42,4,67.9,3.2,78.17,29.6,122,3.2,53.19
1994,Canada,14.54,2.21,30.91,3.21,415.77,814.57,2.34,15.52,38,4.91,4,47.64,2.17,53.56,25.94,182,1.96,28.15
2010,Brazil,13.87,1.14,32.33,2.09,395.92,1543.09,2.99,16.49,37,0.1,7,19.16,0.23,38.29,11.64,72,2.62,9.62
1980,USA,15.14,0.76,31.73,7.9,415.14,1119.78,1.63,15.52,29,2.73,5,20.35,0.49,29.6,59.47,139,1.79,46.7
1982,UK,14.62,1.67,39.32,5.65,436.25,820.77,1.89,14.96,57,1.71,0,44.19,2.66,54.16,50.42,187,2.04,59.01
1995,Pakistan,14.33,0.46,34.94,7.98,430.53,1169.95,4.39,14.7,31,1.38,0,31.39,2.53,70.6,34.75,112,1.66,4.69
2002,Australia,14.24,0.54,32.7,5.15,439.36,1027.24,3.16,16.65,44,1.68,8,56.46,0.62,87.88,31.2,170,2.71,40.21
1990,USA,14.58,0.86,33.13,-4.55,383.76,484.61,2.99,13.55,1,3.19,7,42.75,0.3,80.33,40.71,57,2.44,25.77
1991,Brazil,14.74,0.99,35.02,9.72,438.73,1258.92,2.61,16.14,50,0.95,5,36.0,2.07,34.3,22.95,165,2.54,3.07
1989,Germany,14.43,0.85,43.11,13.28,410.52,878.34,3.04,18.09,10,4.56,12,67.78,2.26,70.38,7.77,46,2.64,12.57
2011,Pakistan,12.8,1.09,28.82,10.14,417.23,1426.19,4.86,17.45,58,2.33,0,33.44,0.56,40.24,27.24,163,1.77,13.9
1995,Brazil,14.51,1.21,38.38,-9.16,445.24,962.67,3.67,17.15,19,1.63,13,34.04,1.71,67.84,59.12,153,2.04,18.29
1987,UK,13.64,1.53,37.36,6.8,432.57,1431.79,2.08,15.16,36,3.83,1,49.95,1.14,66.61,15.03,123,2.42,80.34
2017,UK,14.37,1.14,30.59,3.13,423.78,1127.47,4.74,14.12,8,0.08,9,58.57,3.27,39.07,34.02,123,2.03,43.95
1991,UK,13.66,0.88,42.33,0.66,365.4,1292.24,5.57,18.06,37,2.16,2,47.57,0.85,36.41,5.47,122,2.23,14.71
2003,USA,13.65,1.51,37.7,5.49,413.86,852.45,4.09,15.83,48,1.78,9,51.92,2.59,27.28,11.71,144,1.8,10.03
2007,USA,15.24,0.77,32.46,4.4,395.38,1105.9,4.57,16.38,18,1.69,11,32.38,1.86,23.54,37.3,141,2.86,29.79
1987,Australia,14.31,0.45,25.7,7.03,432.78,482.13,4.96,16.2,54,1.69,2,38.77,0.14,80.09,21.36,132,2.67,79.8
2007,Australia,14.26,1.58,36.15,5.23,439.77,961.89,1.51,17.51,39,0.16,1,21.82,1.86,23.49,54.81,99,2.82,36.45
2015,Germany,14.79,1.56,34.78,0.52,407.45,554.64,5.74,19.26,6,0.76,11,50.81,0.44,26.21,27.34,141,2.53,15.99
2005,Pakistan,14.28,0.78,29.85,2.69,398.32,657.11,4.82,18.69,4,0.71,1,23.29,2.34,36.72,16.44,63,1.65,40.41
1987,China,15.76,0.94,29.78,2.05,453.91,732.76,4.09,13.0,46,4.94,5,10.08,2.02,82.14,35.01,148,1.96,55.53
2007,China,14.34,0.73,39.34,-1.87,399.92,1198.13,3.35,16.04,41,0.11,6,66.03,0.14,43.31,48.72,179,1.85,2.96
2007,Brazil,14.72,1.23,25.22,-0.49,385.14,955.79,1.9,14.48,23,0.84,3,28.36,0.8,33.43,6.07,133,2.07,62.76
2016,UK,15.08,1.79,36.57,4.16,394.18,1009.43,3.1,17.91,47,4.87,0,21.8,2.74,70.09,32.8,103,2.73,39.51
2020,Pakistan,15.46,1.38,34.06,10.7,401.13,947.62,4.04,16.51,40,3.14,5,26.09,1.04,42.33,47.54,43,1.46,0.97
2015,Canada,14.05,1.51,37.49,2.86,393.47,1324.22,2.17,17.41,6,2.25,6,29.83,1.8,43.34,10.7,133,1.91,67.39
2006,USA,14.25,1.43,33.53,1.97,436.13,1001.21,3.42,15.91,10,0.39,3,38.47,1.16,71.73,54.65,172,2.0,71.24
1996,France,15.26,1.1,36.47,0.27,360.05,1074.65,2.08,14.94,8,3.35,5,14.16,3.23,37.62,19.55,55,1.54,62.88
1988,India,14.99,1.53,31.29,5.12,392.94,828.92,3.04,15.2,48,0.69,8,13.16,1.92,82.77,14.38,66,2.3,34.19
2012,Germany,15.15,1.4,34.75,9.72,413.81,1344.82,1.88,14.2,29,3.36,3,27.57,2.47,59.3,37.41,171,2.03,52.96
1999,UK,13.68,1.68,37.45,13.01,420.26,1367.32,1.75,14.6,40,4.9,11,27.75,0.38,57.65,14.63,111,2.76,38.72
1992,UK,15.43,0.92,35.75,6.14,457.3,988.93,3.91,14.29,2,2.66,14,17.06,0.24,38.53,42.38,87,2.06,70.06
2007,UK,14.04,0.4,36.9,5.56,453.63,824.71,2.8,14.95,21,1.07,13,34.29,0.98,78.46,31.96,175,2.43,58.36
2008,USA,14.62,1.52,30.36,2.83,374.98,515.21,2.92,14.86,39,3.13,9,27.04,1.15,60.09,11.05,120,2.26,8.18
1992,USA,14.41,1.24,32.05,3.49,367.3,739.42,2.74,17.09,50,2.56,3,11.56,2.44,30.89,55.19,83,0.96,64.31
2025,India,13.97,0.98,32.13,7.52,415.62,349.87,6.77,17.03,19,2.67,9,63.14,2.04,34.44,42.03,91,1.48,68.72
2014,Canada,13.65,1.0,33.62,3.74,398.17,726.81,4.23,17.09,31,2.39,11,63.16,1.37,52.78,35.03,73,2.39,37.07
1985,Pakistan,13.45,2.12,41.79,4.35,385.2,1107.09,4.36,18.26,47,3.37,4,22.55,2.32,74.57,25.59,60,2.37,87.58
1997,UK,14.57,0.84,33.23,4.9,415.4,984.88,2.57,16.38,6,2.86,2,19.77,0.66,85.75,12.42,63,2.17,84.3
1984,China,13.58,0.76,29.28,2.64,420.77,1696.98,4.11,15.33,59,4.93,9,42.84,0.32,66.44,43.91,83,2.87,17.52
2004,Australia,13.82,1.13,37.71,4.7,394.03,888.68,3.23,19.82,6,4.13,1,47.85,3.01,55.43,49.75,153,2.45,90.43
1981,China,14.37,1.57,41.73,-3.08,399.4,865.26,2.56,17.86,19,1.32,14,67.45,2.02,37.55,11.92,196,2.99,44.09
1989,Brazil,12.92,2.01,28.69,7.2,395.95,1318.83,5.81,16.73,24,3.63,8,32.64,2.31,67.1,32.2,142,0.97,72.37
2009,China,14.97,1.36,44.86,14.41,404.71,421.92,4.19,16.62,44,1.07,12,47.09,1.14,88.76,31.67,173,3.07,81.41
2024,Brazil,13.05,0.59,37.08,2.79,428.54,555.47,4.13,16.93,34,3.91,0,62.69,1.36,53.34,24.25,95,1.9,50.51
1984,France,14.45,1.89,40.17,6.5,388.05,1199.15,2.33,16.2,43,0.74,4,37.0,0.38,31.35,48.41,53,2.21,39.91
2012,Australia,14.51,1.09,42.34,8.41,398.98,941.37,1.98,16.69,23,2.37,4,17.34,3.01,27.23,10.47,140,2.79,91.55
1980,China,14.82,0.76,39.86,10.12,405.02,948.25,3.43,17.25,39,3.95,7,32.65,2.11,38.85,16.28,40,1.14,23.09
1997,France,14.47,0.67,34.45,3.94,414.83,718.85,2.81,15.41,12,1.4,5,18.19,0.38,59.86,5.09,51,2.07,25.7
2011,Germany,15.71,1.43,41.09,-2.21,421.9,1071.93,4.24,14.05,51,4.19,5,11.0,2.84,86.28,25.51,154,2.7,36.16
1990,Pakistan,14.63,1.2,36.27,6.07,466.06,757.59,4.32,13.39,47,3.22,5,55.09,1.61,40.94,21.01,145,1.89,85.95
2000,France,15.13,1.24,40.45,5.51,429.3,1021.82,3.58,17.83,38,1.99,3,24.31,2.7,41.38,52.68,191,2.66,93.88
2005,Pakistan,14.07,1.61,41.0,3.62,429.9,652.45,4.49,14.13,3,2.12,14,10.12,0.14,53.68,46.02,76,2.54,22.01
2004,China,14.57,0.78,29.55,4.47,408.33,945.28,3.73,17.2,11,4.63,0,62.35,0.2,84.3,9.65,42,2.28,86.39
2001,Canada,15.43,1.65,38.97,5.57,390.5,1607.46,2.45,14.77,16,1.09,2,36.63,0.68,49.33,45.75,194,2.5,25.82
2006,France,14.36,0.89,34.09,6.45,401.79,872.52,3.26,14.79,0,3.47,12,24.33,0.82,35.63,42.15,92,2.85,97.06
1992,Australia,14.62,1.97,35.69,6.28,397.24,960.47,3.66,15.42,16,3.54,12,25.77,2.7,31.42,20.49,139,2.5,59.74
2012,China,15.09,1.34,35.64,4.13,424.81,939.24,4.61,16.79,1,4.61,14,24.43,2.5,51.99,5.85,56,2.66,0.71
2013,UK,14.05,0.73,35.43,6.54,373.72,1052.36,3.77,14.57,5,3.57,9,21.67,2.19,76.05,11.33,152,1.76,3.41
2020,USA,13.2,0.29,42.62,3.86,429.81,1140.45,2.81,15.57,43,2.92,11,60.47,3.11,40.39,18.75,149,2.49,14.75
2014,France,14.65,1.42,28.17,7.57,412.07,1077.17,4.66,16.46,57,4.51,10,20.22,0.94,55.88,49.91,182,2.44,18.76
1980,Australia,15.09,0.95,26.39,2.49,433.33,1083.79,3.96,14.68,10,4.15,5,43.71,3.17,62.21,30.59,43,2.76,76.76
2000,Germany,13.69,1.04,25.33,5.29,396.9,945.75,5.35,18.64,52,3.58,4,14.64,3.19,51.53,55.51,184,1.62,22.28
1985,UK,14.9,1.41,40.35,-1.49,392.47,1030.09,3.6,13.92,42,0.16,9,66.97,1.58,33.42,48.4,178,2.74,96.91
2007,Germany,14.91,1.5,31.13,3.52,404.83,935.81,2.26,16.17,17,1.87,0,46.2,0.42,84.52,20.79,51,1.76,63.61
1996,China,13.14,1.59,35.66,7.27,404.23,456.29,4.91,18.41,39,3.16,4,64.19,2.57,59.58,51.49,71,3.37,69.25
1984,USA,13.94,0.63,34.43,0.87,435.16,1789.18,2.81,14.51,24,2.61,1,33.87,1.25,71.04,11.42,194,1.76,21.78
2010,France,14.26,1.67,30.57,3.72,434.92,1218.45,3.85,16.34,38,1.6,0,58.64,2.8,64.52,6.99,82,1.62,89.27
1984,France,14.39,0.87,39.26,-4.62,462.63,706.2,3.72,16.7,27,0.72,3,61.22,0.66,89.86,38.47,143,2.05,66.78
2017,Canada,14.05,0.2,34.36,-0.47,402.61,1069.02,3.55,15.29,45,2.76,5,52.18,1.93,51.94,23.8,132,2.72,86.44
1982,Canada,14.02,0.63,33.81,0.57,331.31,596.16,3.3,16.38,15,1.43,6,15.58,1.83,49.75,23.12,82,2.38,95.65
2002,China,15.5,1.19,36.16,5.41,404.76,851.74,1.52,17.34,11,1.17,8,10.96,0.44,45.21,42.8,170,3.04,12.56
2016,China,14.44,0.71,38.6,6.33,420.77,555.4,2.3,15.8,40,1.99,4,20.11,1.34,45.31,51.76,196,2.05,9.66
2016,USA,14.08,1.06,30.21,4.78,432.86,984.64,4.85,17.65,51,3.93,7,17.09,0.39,39.3,22.72,124,1.96,80.34
1989,Canada,14.48,1.24,39.36,3.47,422.59,525.59,4.01,17.09,28,2.44,7,53.51,1.68,88.64,22.88,74,1.83,86.61
1989,Australia,14.82,1.03,42.25,3.48,402.59,1116.53,5.79,15.63,22,1.08,10,43.42,2.97,80.95,34.36,156,1.94,58.38
1998,Australia,14.53,0.9,27.87,7.86,457.85,1204.67,2.25,18.19,20,0.58,8,41.56,1.02,42.17,40.93,191,1.5,36.6
1996,USA,14.38,0.6,36.39,5.85,389.16,751.91,3.46,15.39,15,2.49,2,25.17,2.7,41.37,16.16,59,1.88,65.26
2000,Australia,14.11,1.11,33.48,3.66,408.13,1048.27,4.9,17.78,52,3.97,2,19.28,0.72,27.25,55.2,182,1.59,30.57
1993,Brazil,14.1,0.27,38.5,10.17,388.0,736.01,2.82,15.42,50,3.26,8,22.39,2.39,81.39,40.99,124,2.56,23.84
1988,Pakistan,14.14,0.83,28.92,12.8,415.49,1153.52,2.92,16.03,47,1.16,6,34.02,3.21,46.02,39.38,156,2.94,48.81
2025,USA,14.7,0.73,43.14,0.02,454.73,793.41,3.15,16.26,40,2.18,14,54.41,1.2,60.08,54.73,145,2.31,21.62
1980,USA,13.9,1.0,26.96,7.09,411.48,1236.69,2.97,17.01,44,4.28,3,25.27,3.16,83.03,54.9,185,1.86,48.37
2024,India,14.74,1.01,33.78,17.36,411.63,456.52,4.14,12.88,25,0.89,14,51.92,1.82,48.57,12.46,144,2.57,95.66
1992,UK,15.35,1.48,37.17,6.12,372.6,698.51,1.36,17.19,36,2.66,0,39.49,1.18,76.48,12.98,132,2.18,83.98
1983,UK,14.7,1.73,31.57,5.46,407.83,667.36,5.47,16.35,21,1.78,6,63.13,3.15,50.12,46.91,80,2.71,94.16
1980,Brazil,14.28,0.65,30.78,4.78,443.76,1061.01,2.35,16.93,50,0.62,9,23.97,0.21,69.07,57.63,139,1.73,80.63
2019,Canada,13.72,1.9,36.11,6.96,408.74,1166.53,0.96,17.25,9,0.25,5,37.05,0.2,50.18,41.66,108,1.76,35.48
2011,China,15.45,0.79,35.39,8.02,407.06,1084.19,3.49,17.09,6,2.78,2,15.8,2.14,47.49,27.62,145,2.56,81.2
2013,China,13.8,1.17,35.03,0.02,442.64,847.31,3.05,13.49,8,0.1,13,30.11,2.81,89.35,42.59,178,2.19,92.29
2007,Germany,15.01,1.3,39.29,4.89,407.16,161.47,3.29,14.91,24,0.52,4,40.41,2.66,62.86,17.58,185,2.66,94.7
2010,Brazil,14.88,2.08,33.03,-4.08,447.3,1011.61,3.88,17.0,45,1.74,2,53.96,0.37,45.72,59.89,179,1.77,68.32
1987,USA,14.36,0.88,36.6,4.16,382.88,1236.41,4.27,16.8,14,0.22,7,21.88,3.33,38.05,28.71,183,2.42,21.14
2018,Brazil,14.34,0.38,32.47,1.39,431.95,1804.15,5.52,15.32,12,2.0,4,23.09,2.49,22.78,56.24,66,2.47,3.97
2005,Brazil,13.4,1.7,30.75,6.36,456.16,872.68,2.67,17.61,41,0.65,9,47.89,3.33,69.46,28.69,139,1.43,14.72
